,potential,iteration,switch_ratio,max_steps,switch_step,annealing_scheme,net_size,num_copies,pdb_mutation,pt_copies,pt_scheme,init_temperatures
75,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
76,0.0,559,0.52,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
77,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
78,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
79,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
80,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
81,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
82,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
83,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
84,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
85,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
86,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
87,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
88,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
89,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
90,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
91,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
92,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
93,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
94,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
95,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
96,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
97,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
98,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
99,0.375,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
100,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
101,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
102,0.0,8389,0.836,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
